id,nazwisko,pensja,stanowisko
18697,Tkaczyk,12357,DevOps Engineer
18698,Kubat,25138,Senior Data Engineer
18699,Gałązka,17830,Software Engineer
18700,Król,10012,Software Engineer
18701,Tokarz,11626,Data Analyst
18702,Czajka,17230,Senior Data Engineer
18703,Wrona,8004,Junior Data Engineer
18704,Skiba,10357,Data Engineer
18705,Iskra,14581,DevOps Engineer
18706,Gruszka,10153,Project Manager
18707,Wieczorek,5260,HR Specialist
18708,Król,9581,Software Engineer
18709,Wasilewski,7119,HR Specialist
18710,Zawadzki,6983,HR Specialist
18711,Mikołajczyk,6691,Junior Data Engineer
18712,Zalewski,12093,Data Analyst
18713,Wojciechowski,13916,Project Manager
18714,Kapusta,5134,HR Specialist
18715,Gacek,11563,Software Engineer
18716,Kupiec,6135,HR Specialist
18717,Iskra,13680,DevOps Engineer
18718,Szymański,6556,HR Specialist
18719,Dąbrowski,10923,Software Engineer
18720,Kubiak,7925,HR Specialist
18721,Nowicki,7640,Junior Data Engineer
18722,Mazur,14448,DevOps Engineer
18723,Górski,10800,Data Analyst
18724,Baran,6210,Junior Data Engineer
18725,Kasperek,7397,Junior Data Engineer
18726,Frankowski,7821,HR Specialist
18727,Nowakowski,23232,Senior Data Engineer
18728,Madej,8682,Data Analyst
18729,Zieliński,7482,Junior Data Engineer
18730,Sikora,7193,Junior Data Engineer
18731,Lipiński,11013,Project Manager
18732,Jóźwiak,20462,Senior Data Engineer
18733,Kmiecik,7120,HR Specialist
18734,Górecki,8533,Junior Data Engineer
18735,Kujawski,8410,Junior Data Engineer
18736,Jabłoński,13806,Data Engineer
18737,Jurek,5891,HR Specialist
18738,Wojciechowski,8563,Junior Data Engineer
18739,Kobus,6667,Junior Data Engineer
18740,Kozieł,19585,Senior Data Engineer
18741,Filipek,10916,Data Engineer
18742,Tkaczyk,10454,Data Engineer
18743,Ciesielski,13135,Data Engineer
18744,Nowak,9523,Software Engineer
18745,Kogut,12483,DevOps Engineer
18746,Stasiak,20891,Senior Data Engineer
18747,Bąk,7220,HR Specialist
18748,Kubala,13894,Project Manager
18749,Wrona,14591,Software Engineer
18750,Grabowski,5893,HR Specialist
18751,Hajduk,8406,Junior Data Engineer
18752,Adamczyk,13376,Software Engineer
18753,Maciejewski,12475,Data Analyst
18754,Grzelak,7097,Junior Data Engineer
18755,Wójcik,8945,Junior Data Engineer
18756,Knap,14890,Project Manager
18757,Sobolewski,10447,Data Engineer
18758,Czajkowski,10389,Data Engineer
18759,Karaś,10546,Data Analyst
18760,Jaworski,6410,HR Specialist
18761,Kubala,11215,Data Analyst
18762,Gałązka,21109,Senior Data Engineer
18763,Jasiński,11751,Data Analyst
18764,Zieliński,17518,Software Engineer
18765,Michalak,13444,Data Analyst
18766,Karpiński,23723,Senior Data Engineer
18767,Jaworski,7903,HR Specialist
18768,Kaczmarczyk,6737,HR Specialist
18769,Kuśnierz,17960,Software Engineer
18770,Karaś,21039,Senior Data Engineer
18771,Iskra,15580,Data Engineer
18772,Ziółkowski,10748,Data Analyst
18773,Kubica,17599,Software Engineer
18774,Kowalski,13021,Data Engineer
18775,Kapusta,19903,DevOps Engineer
18776,Sobczak,17283,Software Engineer
18777,Kuciński,24340,Senior Data Engineer
18778,Szewczyk,16224,Project Manager
18779,Szczepański,9533,Software Engineer
18780,Kobus,11919,Data Analyst
18781,Kuś,11172,Software Engineer
18782,Jakubowski,12765,Software Engineer
18783,Kopeć,6423,Junior Data Engineer
18784,Kowalski,18298,DevOps Engineer
18785,Wojciechowski,14600,Project Manager
18786,Kosowski,24924,Senior Data Engineer
18787,Nowakowski,15577,Project Manager
18788,Kurek,6848,HR Specialist
18789,Krakowiak,15016,Software Engineer
18790,Kurek,15352,DevOps Engineer
18791,Zając,10822,Project Manager
18792,Sobolewski,12786,Data Engineer
18793,Domagała,21090,Senior Data Engineer
18794,Tomaszewski,8604,Data Analyst
18795,Mazur,5373,HR Specialist
18796,Dziedzic,18670,DevOps Engineer
18797,Nowicki,25190,Senior Data Engineer
18798,Gołąb,6873,Junior Data Engineer
18799,Kucharski,14287,Data Engineer
18800,Kalina,11932,Data Engineer
18801,Brzeziński,19227,DevOps Engineer
18802,Woźniak,7933,HR Specialist
18803,Kopeć,17908,DevOps Engineer
18804,Pawłowski,13826,Data Analyst
18805,Kosiński,14178,Data Engineer
18806,Kmiecik,10476,Data Analyst
18807,Głowacki,6092,Junior Data Engineer
18808,Wieczorek,17044,Senior Data Engineer
18809,Tokarz,17010,Senior Data Engineer
18810,Lis,13015,Data Engineer
18811,Kulpa,16010,DevOps Engineer
18812,Konieczny,8558,Junior Data Engineer
18813,Drzewiecki,11983,DevOps Engineer
18814,Głowacki,7131,HR Specialist
18815,Kisiel,12799,Data Engineer
18816,Kwiecień,19451,Senior Data Engineer
18817,Walczak,8155,Data Analyst
18818,Król,8830,Data Analyst
18819,Kozieł,9433,Software Engineer
18820,Kosiński,8837,Junior Data Engineer
18821,Tokarz,8000,Junior Data Engineer
18822,Kołodziej,20973,Senior Data Engineer
18823,Kaczmarek,12171,DevOps Engineer
18824,Idzik,7449,Junior Data Engineer
18825,Głowacki,9648,Software Engineer
18826,Lipiński,20890,Senior Data Engineer
18827,Pawłowski,8893,Data Analyst
18828,Duda,13032,Software Engineer
18829,Nowak,12441,Project Manager
18830,Janicki,14437,DevOps Engineer
18831,Janicki,12421,Software Engineer
18832,Zieliński,15348,DevOps Engineer
18833,Lipiński,12355,Data Analyst
18834,Szczepański,10858,Data Engineer
18835,Klimek,22843,Senior Data Engineer
18836,Sadowski,5753,HR Specialist
18837,Mróz,14989,Project Manager
18838,Czajkowski,13859,DevOps Engineer
18839,Jaworski,13281,Data Analyst
18840,Jankowski,14632,Project Manager
18841,Garbacz,12730,Data Analyst
18842,Kulpa,17929,Software Engineer
18843,Malec,7484,Junior Data Engineer
18844,Majewski,14232,Project Manager
18845,Sadowski,8051,Data Analyst
18846,Staszewski,5485,HR Specialist
18847,Kopeć,12884,Software Engineer
18848,Łukasik,7421,HR Specialist
18849,Gałązka,6718,HR Specialist
18850,Gruszka,7053,HR Specialist
18851,Lorenc,21906,Senior Data Engineer
18852,Szewczyk,16925,Software Engineer
18853,Małecki,6451,HR Specialist
18854,Jezierski,10668,Project Manager
18855,Zawadzki,7207,HR Specialist
18856,Kujawski,11808,Software Engineer
18857,Chmielewski,8715,Junior Data Engineer
18858,Włodarczyk,12471,Data Engineer
18859,Mach,13247,Data Engineer
18860,Król,13340,Project Manager
18861,Śliwa,17134,Senior Data Engineer
18862,Duda,7441,Junior Data Engineer
18863,Kulig,11345,Data Engineer
18864,Lipka,14565,Project Manager
18865,Chmielewski,22257,Senior Data Engineer
18866,Czajka,6754,HR Specialist
18867,Sawicki,17234,Senior Data Engineer
18868,Malik,21314,Senior Data Engineer
18869,Łukasik,19694,DevOps Engineer
18870,Lipka,17716,DevOps Engineer
18871,Adamski,16312,Project Manager
18872,Kopeć,14877,Software Engineer
18873,Koral,8089,Junior Data Engineer
18874,Stasiak,9377,Data Analyst
18875,Kuśnierz,20355,Senior Data Engineer
18876,Woźniak,13852,Software Engineer
18877,Kuczyński,11028,DevOps Engineer
18878,Kisiel,7458,Junior Data Engineer
18879,Śliwa,12768,Project Manager
18880,Komorowski,13992,Software Engineer
18881,Wróbel,9473,Data Analyst
18882,Kłos,8188,Junior Data Engineer
18883,Olszewski,13503,Software Engineer
18884,Walczak,13489,Software Engineer
18885,Gajewski,11876,Data Engineer
18886,Kujawa,14936,Data Engineer
18887,Czajka,22094,Senior Data Engineer
18888,Sobczak,17646,DevOps Engineer
18889,Wilk,12166,DevOps Engineer
18890,Kaczmarczyk,7616,HR Specialist
18891,Kędzierski,12777,Data Analyst
18892,Mikołajczyk,16934,DevOps Engineer
18893,Lipka,15676,Data Engineer
18894,Kot,13987,Data Analyst
18895,Karpiński,8956,Junior Data Engineer
18896,Szczepanik,17551,DevOps Engineer
18897,Kamiński,25065,Senior Data Engineer
18898,Hajduk,11134,Project Manager
18899,Dąbrowski,7169,Junior Data Engineer
18900,Koral,8459,Data Analyst
18901,Kucharz,12968,Data Engineer
18902,Mazur,25670,Senior Data Engineer
18903,Szczepański,5110,HR Specialist
18904,Janus,6677,HR Specialist
18905,Dąbrowski,23333,Senior Data Engineer
18906,Gałązka,23949,Senior Data Engineer
18907,Klimas,7073,HR Specialist
18908,Kopeć,13319,DevOps Engineer
18909,Sikora,6703,Junior Data Engineer
18910,Michalski,12340,Project Manager
18911,Majewski,15069,Data Engineer
18912,Zając,11283,Data Engineer
18913,Idzik,5587,HR Specialist
18914,Marciniak,9929,Data Analyst
18915,Maj,21140,Senior Data Engineer
18916,Kołodziej,6933,HR Specialist
18917,Kołodziej,14869,Project Manager
18918,Chmielewski,13911,Data Engineer
18919,Kobus,10328,Project Manager
18920,Gruszka,16614,Software Engineer
18921,Bąk,16803,Project Manager
18922,Kogut,14653,Data Engineer
18923,Karaś,13835,DevOps Engineer
18924,Górecki,12638,Data Analyst
18925,Leśniak,12539,Data Analyst
18926,Kuciński,20816,Senior Data Engineer
18927,Makowski,10907,Project Manager
18928,Zięba,14363,Data Engineer
18929,Kujawski,9013,Data Analyst
18930,Olszewski,10664,Data Engineer
18931,Sikora,5906,HR Specialist
18932,Walczak,11925,Data Analyst
18933,Gwóźdź,10311,Data Engineer
18934,Sobolewski,12038,Data Analyst
18935,Malik,11314,DevOps Engineer
18936,Zając,11063,Data Analyst
18937,Skiba,8787,Data Analyst
18938,Wilk,17375,Senior Data Engineer
18939,Czajka,6440,Junior Data Engineer
18940,Pawłowski,11075,Project Manager
18941,Zalewski,15763,Data Engineer
18942,Maj,20002,Senior Data Engineer
18943,Adamski,19011,Senior Data Engineer
18944,Karaś,13208,Data Engineer
18945,Kwiecień,7018,Junior Data Engineer
18946,Mróz,12311,Data Analyst
18947,Kosiński,10465,Data Analyst
18948,Dudek,13294,Data Engineer
18949,Marciniak,24988,Senior Data Engineer
18950,Kmiecik,20179,Senior Data Engineer
18951,Prus,10797,Data Analyst
18952,Szewczyk,21108,Senior Data Engineer
18953,Konieczny,6892,HR Specialist
18954,Mach,17067,DevOps Engineer
18955,Drzewiecki,24079,Senior Data Engineer
18956,Róg,6349,HR Specialist
18957,Szulc,6399,Junior Data Engineer
18958,Rutkowski,11303,Data Analyst
18959,Walczak,6124,HR Specialist
18960,Kołodziej,8227,Data Analyst
18961,Gołąb,22092,Senior Data Engineer
18962,Szulc,8812,Junior Data Engineer
18963,Sobczak,13234,Data Engineer
18964,Bąk,12901,DevOps Engineer
18965,Kalina,6605,HR Specialist
18966,Kuc,5649,HR Specialist
18967,Drzewiecki,7050,Junior Data Engineer
18968,Kłos,5864,HR Specialist
18969,Maciejewski,13875,Data Analyst
18970,Kwiecień,7969,HR Specialist
18971,Zięba,7262,Junior Data Engineer
18972,Adamski,12603,Data Analyst
18973,Wróbel,8094,Junior Data Engineer
18974,Gacek,12795,Data Analyst
18975,Knap,18746,DevOps Engineer
18976,Jarosz,12240,Project Manager
18977,Kucharski,14594,DevOps Engineer
18978,Gałązka,10968,Software Engineer
18979,Kwiecień,15975,Software Engineer
18980,Pawlak,7831,HR Specialist
18981,Kuś,6521,Junior Data Engineer
18982,Kubat,19967,DevOps Engineer
18983,Jarosz,13014,DevOps Engineer
18984,Gołąb,19028,DevOps Engineer
18985,Kubica,8647,Junior Data Engineer
18986,Górecki,10306,Data Analyst
18987,Krupa,9743,Software Engineer
18988,Sobczak,5940,HR Specialist
18989,Jurek,15252,Software Engineer
18990,Kwiecień,9221,Software Engineer
18991,Kaczor,13691,Software Engineer
18992,Kaczor,13881,Data Engineer
18993,Pałka,14053,Data Engineer
18994,Ciesielski,15188,Data Engineer
18995,Krawczyk,15424,Software Engineer
18996,Kołodziej,7284,Junior Data Engineer
18997,Strzelczyk,6789,HR Specialist
18998,Kijek,7250,Junior Data Engineer
18999,Kosowski,13390,DevOps Engineer
19000,Róg,7506,Junior Data Engineer
19001,Kulig,13955,Data Engineer
19002,Sikorski,13973,Software Engineer
19003,Maćkowiak,11667,Data Analyst
19004,Wiśniewski,6009,HR Specialist
19005,Kasperek,5274,HR Specialist
19006,Drzewiecki,12596,Software Engineer
19007,Gołąb,10317,Data Analyst
19008,Jakubowski,21506,Senior Data Engineer
19009,Lis,23540,Senior Data Engineer
19010,Drzewiecki,12720,DevOps Engineer
19011,Tokarz,23354,Senior Data Engineer
19012,Zalewski,11086,Project Manager
19013,Kucharski,5957,HR Specialist
19014,Godlewski,6960,HR Specialist
19015,Koral,13687,Project Manager
19016,Gąsior,10897,Data Engineer
19017,Jakubowski,11712,Data Engineer
19018,Klimek,9188,Data Analyst
19019,Kogut,12287,Software Engineer
19020,Furman,16715,Software Engineer
19021,Żuk,15259,Software Engineer
19022,Kępa,19568,Senior Data Engineer
19023,Olszewski,10232,Data Engineer
19024,Kujawa,10573,Data Analyst
19025,Morawski,11576,Project Manager
19026,Borkowski,8536,Junior Data Engineer
19027,Karpiński,6122,HR Specialist
19028,Bednarek,6116,Junior Data Engineer
19029,Jankowski,13574,Data Analyst
19030,Bieniek,6127,Junior Data Engineer
19031,Lach,12367,Data Analyst
19032,Krajewski,14710,Data Engineer
19033,Rutkowski,10696,Data Analyst
19034,Kopeć,22714,Senior Data Engineer
19035,Kapusta,21433,Senior Data Engineer
19036,Lasota,17897,Senior Data Engineer
19037,Walczak,10848,Software Engineer
19038,Kowalski,9786,Software Engineer
19039,Filipek,9248,Software Engineer
19040,Krajewski,25522,Senior Data Engineer
19041,Dąbrowski,6889,Junior Data Engineer
19042,Szulc,13548,Data Analyst
19043,Pałka,15923,Data Engineer
19044,Zalewski,6621,Junior Data Engineer
19045,Król,17362,Senior Data Engineer
19046,Jankowski,20212,Senior Data Engineer
19047,Gąsior,15970,DevOps Engineer
19048,Kotowski,12573,Software Engineer
19049,Majchrzak,23130,Senior Data Engineer
19050,Madejski,21674,Senior Data Engineer
19051,Rutkowski,6765,Junior Data Engineer
19052,Drzewiecki,15542,Software Engineer
19053,Bieniek,17762,DevOps Engineer
19054,Kosiński,13989,Data Engineer
19055,Janicki,11121,Data Engineer
19056,Zieliński,6653,Junior Data Engineer
19057,Kołek,15230,Project Manager
19058,Włodarczyk,6972,HR Specialist
19059,Stasiak,19045,DevOps Engineer
19060,Krakowiak,13356,DevOps Engineer
19061,Małecki,24713,Senior Data Engineer
19062,Śliwa,24177,Senior Data Engineer
19063,Idzik,21886,Senior Data Engineer
19064,Kowalski,11259,Data Analyst
19065,Krakowiak,7923,Junior Data Engineer
19066,Tkaczyk,8771,Data Analyst
19067,Jurek,5830,HR Specialist
19068,Kaczor,7968,Junior Data Engineer
19069,Jabłoński,10591,Software Engineer
19070,Zięba,9284,Software Engineer
19071,Lach,8952,Junior Data Engineer
19072,Szczepanik,14693,DevOps Engineer
19073,Wiśniewski,9684,Software Engineer
19074,Dąbrowski,13812,Software Engineer
19075,Karpiński,13237,DevOps Engineer
19076,Wróblewski,6627,HR Specialist
19077,Baran,11718,Data Analyst
19078,Żuk,20838,Senior Data Engineer
19079,Witkowski,19046,Senior Data Engineer
19080,Kosiński,21756,Senior Data Engineer
19081,Kowalczyk,8134,Junior Data Engineer
19082,Witkowski,14191,Data Engineer
19083,Garbacz,9141,Data Analyst
19084,Pałka,6080,HR Specialist
19085,Sadowski,11466,Data Engineer
19086,Górecki,5821,HR Specialist
19087,Prus,13663,Software Engineer
19088,Rutkowski,9212,Data Analyst
19089,Frankowski,15926,Data Engineer
19090,Lis,14096,Data Engineer
19091,Pawłowski,17456,DevOps Engineer
19092,Kucharz,23589,Senior Data Engineer
19093,Kaczmarczyk,13275,DevOps Engineer
19094,Wasilewski,7991,HR Specialist
19095,Król,15621,Software Engineer
19096,Baran,5808,HR Specialist
19097,Kamiński,11354,Software Engineer
19098,Laskowski,11149,DevOps Engineer
19099,Stasiak,10005,Data Engineer
19100,Kępa,15527,Software Engineer
19101,Michalski,12110,Software Engineer
19102,Malinowski,18285,DevOps Engineer
19103,Janicki,17018,Software Engineer
19104,Kosowski,7581,HR Specialist
19105,Kozieł,10663,Project Manager
19106,Wilk,17263,DevOps Engineer
19107,Kubiak,24625,Senior Data Engineer
19108,Krupa,15722,DevOps Engineer
19109,Jasiński,15406,Project Manager
19110,Śliwa,17835,Senior Data Engineer
19111,Jezierski,21734,Senior Data Engineer
19112,Hajduk,13960,Data Engineer
19113,Filipek,12749,Project Manager
19114,Kot,7962,HR Specialist
19115,Szulc,7418,HR Specialist
19116,Kapusta,11125,Data Engineer
19117,Walczak,13792,Project Manager
19118,Majchrzak,7016,Junior Data Engineer
19119,Zalewski,25524,Senior Data Engineer
19120,Czajka,18159,DevOps Engineer
19121,Grzelak,23800,Senior Data Engineer
19122,Walczak,9897,Software Engineer
19123,Borkowski,13161,DevOps Engineer
19124,Bednarek,6977,HR Specialist
19125,Brzeziński,10162,Project Manager
19126,Kołodziej,7230,Junior Data Engineer
19127,Kędzierski,12727,Data Engineer
19128,Kuciński,17792,Senior Data Engineer
19129,Garbacz,7778,HR Specialist
19130,Gąsior,13518,Data Engineer
19131,Mróz,16036,Project Manager
19132,Wieczorek,16784,DevOps Engineer
19133,Kujawski,10254,Software Engineer
19134,Kasprzak,18147,DevOps Engineer
19135,Kaczmarek,12840,Data Engineer
19136,Filipek,19518,Senior Data Engineer
19137,Nowak,13999,Project Manager
19138,Strzelczyk,7847,HR Specialist
19139,Ziółkowski,10465,Data Analyst
19140,Sobczak,12328,Data Engineer
19141,Kosiński,11163,Data Analyst
19142,Godlewski,19656,DevOps Engineer
19143,Gacek,23007,Senior Data Engineer
19144,Bąk,9810,Data Analyst
19145,Róg,20677,Senior Data Engineer
19146,Leśniak,11386,Project Manager
19147,Bieniek,12123,Data Engineer
19148,Kubala,11733,Software Engineer
19149,Gwóźdź,14109,Project Manager
19150,Zając,5124,HR Specialist
19151,Laskowski,13323,Project Manager
19152,Guzik,11513,Software Engineer
19153,Guzik,9429,Data Analyst
19154,Płonka,7866,HR Specialist
19155,Maj,13825,Data Analyst
19156,Klimek,7467,HR Specialist
19157,Gruszka,17568,DevOps Engineer
19158,Kołodziej,8993,Junior Data Engineer
19159,Rutkowski,7386,Junior Data Engineer
19160,Brzeziński,13862,Software Engineer
19161,Kowalczyk,23397,Senior Data Engineer
19162,Skiba,6294,Junior Data Engineer
19163,Maj,10995,Data Engineer
19164,Karaś,7369,Junior Data Engineer
19165,Garbacz,5783,HR Specialist
19166,Malinowski,10744,Data Analyst
19167,Kapusta,15710,Project Manager
19168,Kozak,6892,Junior Data Engineer
19169,Knap,5274,HR Specialist
19170,Grzelak,8073,Junior Data Engineer
19171,Nowakowski,12376,DevOps Engineer
19172,Kapusta,20557,Senior Data Engineer
19173,Czajkowski,6685,Junior Data Engineer
19174,Wiśniewski,15833,Data Engineer
19175,Gacek,13035,Project Manager
19176,Bednarek,12226,Project Manager
19177,Kowalski,16598,DevOps Engineer
19178,Garbacz,11390,Data Analyst
